Customer_No,Age_Group,Tenure,DEP_IND,CC_IND,MTG_IND,LOC_IND,DEP_PROF,CC_PROF,MTG_PROF,LOC_PROF,AREA,MOBILE_ACTIVE,PAYROLL_DEPOSIT,CSAT,CX_QUALITY,CUST_ENGAGEMENT,CUST_AFFLUENCE,SEGMENT,CLV_DEPOSITS,CLV_CREDITCARD,CLV_MORTGAGE,CLV_LOC,ACQ_SCORE,EMAILABLE,MAILABLE,MILLENNIAL
8076,51 or higher,11-20 years,1,0,0,1,-374,0,0,-209,TORONTO,0,0,100,781-820,2,3,Gold,124.28,0,0,-112.34,0.13,0,1,0
8077,51 or higher,11-20 years,1,1,1,0,-118,504,-540,0,TORONTO,0,0,,741-780,2,3,Platinum,"1,593.66",3337.695,11141.85,0,0.15,0,1,0
8078,51 or higher,21-30 years,1,1,1,1,-220,903,1172,-41.8,OAKVILLE,1,1,25,701-740,3,4,Gold,"3,261.96",3735.125,35310.855,273.465,0.21,1,0,0
8079,51 or higher,11-20 years,1,1,1,0,-409,-115,197,0,TORONTO,0,0,,861 or higher,2,2,Platinum,"1,683.23",57.385,10072.945,0,0.15,0,0,0
8080,30 or under,10 years or under,1,1,1,1,142,1438,5325,6102.8,BEACHES,1,0,,781-820,3,4,Platinum,"1,607.77",8804.48,49476.22,2597.51,0.19,1,0,1
8081,31-50,11-20 years,1,1,0,1,-56,-42,0,-262.2,TORONTO,1,0,50,821-860,2,4,Gold,244.2,71.905,0,-224.68,0.16,1,0,0
8082,51 or higher,21-30 years,1,1,0,0,-143,7393,0,0,TORONTO,0,0,,741-780,2,4,Gold,281.37,8197.09,0,0,0.15,0,0,0
8083,31-50,11-20 years,1,1,1,1,-237,196,763,57,ETOBICOKE,1,1,100,741-780,3,4,Gold,375.48,3334.355,59989.075,-112.34,0.19,1,0,0
8084,31-50,11-20 years,1,0,0,1,-146,0,0,3101.75,BEACHES,1,1,,701-740,2,4,Silver,"3,276.74",0,0,-224.68,0.18,1,1,1
8085,30 or under,10 years or under,1,1,1,1,-103,299,-65,-370.5,TORONTO,1,1,-100,741-780,4,3,Silver,"3,204.75",4921.39,13306.635,-112.34,0.18,1,0,1
8086,30 or under,11-20 years,1,1,1,1,-59,865,-278,552.9,SCARBOROUGH,1,1,0,661-700,3,3,Gold,"3,422.94",5681.92,23650.33,-112.34,0.2,1,0,1
8087,31-50,11-20 years,1,0,0,1,30,0,0,14215.8,BEACHES,0,0,,861 or higher,1,4,Platinum,202.29,0,0,7530.57,0.13,0,1,1
8088,30 or under,11-20 years,1,1,0,0,-19,2633,0,0,TORONTO,1,0,,661-700,3,2,Gold,"1,425.96",8197.09,0,0,0.2,1,1,1
8089,30 or under,10 years or under,0,1,1,1,0,-8,4083,647.9,TORONTO,1,0,,781-820,3,4,Platinum,0,901.14,24807.8,-112.34,0.16,1,1,1
8090,51 or higher,11-20 years,1,1,0,1,2652,-63,0,23.75,TORONTO,1,1,-100,781-820,3,4,Gold,243.89,92.785,0,-112.34,0.16,1,1,0
8091,51 or higher,11-20 years,1,0,0,0,2024,0,0,0,TORONTO,1,0,,821-860,1,4,Gold,"1,060.41",0,0,0,0.12,1,0,0
8092,31-50,11-20 years,1,1,0,1,12,1617,0,449.35,BEACHES,1,0,-50,561-660,3,2,Bronze,"3,363.93",7481.27,0,-112.34,0.19,1,1,0
8093,31-50,11-20 years,1,0,0,1,-232,0,0,6036.3,BEACHES,1,1,,561-660,3,2,Bronze,"2,190.08",0,0,-112.34,0.2,1,1,0
8094,30 or under,10 years or under,1,0,1,1,-258,0,-549,-195.7,TORONTO,0,0,100,861 or higher,3,3,Platinum,302.62,0,11197.535,0,0.16,0,0,1
8095,31-50,11-20 years,1,1,0,1,83,3286,0,747.65,NORTH YORK,1,0,50,701-740,2,3,Bronze,921.74,4626.845,0,-112.34,0.16,1,1,1
8096,51 or higher,11-20 years,1,1,1,1,-61,447,2522,-330.6,NORTH YORK,1,1,100,821-860,3,4,Platinum,"2,592.72",3043.025,20358.175,852.885,0.17,1,0,0
8097,51 or higher,11-20 years,1,1,0,0,-8,1187,0,0,TORONTO,0,0,-100,861 or higher,2,4,Platinum,540.08,10902.19,0,0,0.14,0,0,0
8098,51 or higher,11-20 years,1,0,0,1,-9,0,0,17143.7,BEACHES,1,1,,861 or higher,2,4,Gold,0.03,0,0,15835.59,0.15,1,1,0
8099,51 or higher,11-20 years,1,0,0,0,-249,0,0,0,ETOBICOKE,1,0,0,701-740,3,4,Bronze,87.81,0,0,0,0.14,1,0,0
8100,51 or higher,11-20 years,1,1,0,0,994,-109,0,0,NORTH YORK,1,0,0,861 or higher,2,4,Gold,0.03,204.54,0,0,0.16,1,1,0
8101,31-50,11-20 years,1,1,1,1,-71,-42,-1166,3973.85,RICHMOND HILL,1,0,-100,821-860,3,4,Platinum,56,917.01,11727.19,-112.34,0.17,1,1,0
8102,31-50,11-20 years,1,1,1,1,68,-2,-657,40.85,TORONTO,1,0,,861 or higher,2,4,Platinum,"1,653.48",4334.555,31441.11,-112.34,0.17,1,1,1
8103,30 or under,10 years or under,1,1,1,1,-222,742,776,1190.35,NORTH YORK,1,1,50,781-820,3,3,Platinum,"5,820.06",7939.26,35114.41,-224.68,0.19,1,1,1
8104,51 or higher,11-20 years,1,1,0,1,28,888,0,4563.8,BEACHES,1,0,,661-700,2,3,Bronze,"1,560.36",487.815,0,-224.68,0.19,1,1,0
8105,31-50,11-20 years,1,1,1,1,-193,78,1898,1305.3,ETOBICOKE,1,1,0,741-780,3,4,Platinum,"2,098.23",595.85,25236.37,-112.34,0.19,1,1,0
8106,51 or higher,11-20 years,1,0,1,1,-70,0,-4732,12857.3,BEACHES,0,0,,821-860,2,3,Platinum,0.86,0,34709.92,18408.92,0.14,0,1,0
8107,51 or higher,11-20 years,1,1,1,1,-162,2257,-307,4648.35,TORONTO,0,0,0,701-740,3,4,Gold,"1,176.62",917.955,11482.66,-112.34,0.17,0,1,0
8108,51 or higher,10 years or under,1,0,0,0,6884,0,0,0,ETOBICOKE,1,0,-100,N/A,2,3,Gold,"1,789.87",0,0,0,0.14,1,1,0
8109,30 or under,10 years or under,1,1,1,1,-26,95,1492,6321.3,ETOBICOKE,0,1,,861 or higher,2,4,Platinum,"2,996.08",1342.095,33079.245,4889.9,0.16,0,1,1
8110,30 or under,10 years or under,1,1,1,1,-128,-176,3693,1789.8,ETOBICOKE,0,0,,781-820,2,3,Platinum,762.23,67.205,19233.075,3176.445,0.16,0,0,1
8111,51 or higher,11-20 years,0,1,1,0,0,1723,-1862,0,ETOBICOKE,0,0,,701-740,2,3,Gold,0,637.88,56911.31,0,0.15,0,0,0
8112,31-50,11-20 years,1,1,1,0,-75,1555,671,0,SCARBOROUGH,1,1,-33,701-740,3,4,Gold,"1,934.48",10117.97,18621.395,0,0.19,1,0,0
8113,31-50,11-20 years,1,1,1,1,85,222,-146,10310.35,NORTH YORK,1,1,,781-820,3,4,Gold,"1,382.77",1443.635,12121.735,4422.87,0.19,1,0,0
8114,30 or under,10 years or under,1,1,1,1,152,90,664,1019.35,ETOBICOKE,1,1,0,661-700,3,4,Silver,"2,741.25",3506.125,14948.545,-112.34,0.19,1,0,1
8115,51 or higher,30 years or higher,1,0,0,1,809,0,0,-15.2,TORONTO,1,0,50,861 or higher,3,4,Platinum,"3,503.12",0,0,-224.68,0.16,1,1,0
8116,51 or higher,11-20 years,1,1,1,1,218,2482,9368,563.35,TORONTO,1,1,100,701-740,3,4,Gold,"1,153.96",579.86,64716.165,5007.275,0.17,1,0,0
8117,30 or under,21-30 years,1,1,1,1,-180,42,1036,414.2,BEACHES,1,1,,821-860,3,4,Platinum,"1,401.70",377.36,18919.63,-112.34,0.17,1,0,1
8118,30 or under,10 years or under,1,1,1,1,-200,-35,-1553,-764.75,BEACHES,1,1,100,781-820,3,4,Platinum,"1,480.24",1161.05,15684.095,-225.34,0.2,1,1,1
8119,30 or under,10 years or under,1,1,1,1,52,-67,1149,621.3,TORONTO,1,0,,741-780,3,4,Platinum,"1,248.84",359.99,25229.55,1185.315,0.19,1,0,1
8120,51 or higher,11-20 years,1,1,0,1,-394,-270,0,-76,TORONTO,1,1,0,861 or higher,3,3,Gold,87.36,90.97,0,-112.34,0.15,1,0,0
8121,30 or under,11-20 years,1,1,1,1,548,145,1507,238.45,TORONTO,1,1,100,701-740,3,3,Bronze,"3,126.25",1549.59,10341.925,-112.34,0.18,1,0,1
8122,30 or under,10 years or under,1,1,1,1,386,1656,-350,-2416.8,BEACHES,0,0,,661-700,2,4,Gold,380.34,1512.585,21457.65,894.455,0.17,0,1,1
8123,51 or higher,11-20 years,1,1,0,1,-159,1935,0,2107.1,ETOBICOKE,1,0,100,741-780,2,4,Silver,46.53,5836.525,0,-112.34,0.16,1,1,0
8124,31-50,11-20 years,1,0,1,1,-154,0,-1420,57.95,NORTH YORK,1,1,67,561-660,4,3,Bronze,"2,095.63",952.245,13351.195,265.915,0.25,1,0,0
8125,31-50,11-20 years,1,1,0,1,91,596,0,3443.75,BEACHES,1,1,-100,661-700,4,4,Bronze,"3,318.10",2703.29,0,-112.34,0.22,1,0,0
8126,51 or higher,11-20 years,1,1,1,1,81,-114,4948,16714.3,ETOBICOKE,1,1,,701-740,3,4,Platinum,775.81,116.19,50643.12,7893.295,0.17,1,0,0
8127,31-50,11-20 years,1,1,0,1,17,1912,0,-105.45,TORONTO,1,1,,781-820,3,4,Platinum,75.6,8908.9,0,-112.34,0.2,1,1,0
8128,51 or higher,11-20 years,1,1,1,1,-46,-333,2066,-194.75,ETOBICOKE,1,0,,701-740,2,3,Gold,300.89,11.685,32394.11,0,0.16,1,0,0
8129,30 or under,10 years or under,0,1,1,1,0,1589,-661,909.15,SCARBOROUGH,1,0,,701-740,2,3,Silver,0,1264.24,17859.085,-224.68,0.18,1,0,1
8130,30 or under,11-20 years,1,1,1,1,-14,61,2698,582.35,BEACHES,1,0,,781-820,2,4,Platinum,173.17,2728.155,26520.745,-112.34,0.18,1,1,1
8131,51 or higher,11-20 years,1,1,1,1,-266,224,-231,1803.1,TORONTO,1,1,0,741-780,3,4,Platinum,"1,824.40",3444.105,17500.83,1455.255,0.17,1,1,0
8132,51 or higher,11-20 years,1,1,1,1,23,-191,-486,11469.35,TORONTO,1,0,100,821-860,3,4,Platinum,"1,456.89",11.7,2430.54,4409.185,0.16,1,1,0
8133,31-50,11-20 years,0,1,1,1,0,2708,727,1136.2,ETOBICOKE,1,0,,701-740,3,3,Gold,0,1334.115,48564.775,-112.34,0.17,1,1,0
8134,30 or under,10 years or under,1,1,1,1,-180,-42,3451,-936.7,BEACHES,1,1,,861 or higher,3,4,Platinum,"1,119.08",0,17142.95,137.855,0.16,1,1,1
8135,31-50,11-20 years,1,1,1,1,-51,137,-615,2103.3,RICHMOND HILL,1,1,100,781-820,3,3,Silver,"1,916.42",2914.53,831.28,269.57,0.16,1,1,1
8136,31-50,11-20 years,1,0,1,1,-130,0,338,2263.85,RICHMOND HILL,1,1,-50,821-860,3,4,Platinum,819.79,0,29145.095,1111.52,0.18,1,0,0
8137,31-50,11-20 years,1,1,1,1,-70,-23,-1834,785.65,TORONTO,1,0,,861 or higher,3,4,Gold,"1,785.46",303.955,77583.47,1416.12,0.18,1,1,0
8138,31-50,11-20 years,1,1,0,1,-80,-36,0,355.3,TORONTO,0,0,-100,741-780,3,4,Platinum,0,278.595,0,-112.34,0.15,0,0,1
8139,30 or under,11-20 years,1,0,1,0,-139,0,3333,0,BEACHES,1,0,,561-660,2,4,Gold,40.51,0,9104.105,2178.445,0.16,1,1,1
8140,30 or under,10 years or under,1,1,1,1,-148,329,2924,2092.85,BEACHES,1,1,-100,781-820,3,4,Platinum,"3,076.79",7490.76,29154.79,-112.34,0.19,1,1,1
8141,30 or under,10 years or under,0,1,1,1,0,1299,2387,8257.4,TORONTO,0,0,,701-740,2,4,Silver,0,507.98,18032.89,3667.98,0.15,0,0,1
8142,31-50,10 years or under,0,1,0,1,0,814,0,-128.25,TORONTO,0,0,,561-660,1,3,Bronze,0,2393.92,0,-112.34,0.17,0,1,0
8143,51 or higher,11-20 years,1,1,1,1,-173,479,-300,3397.2,TORONTO,1,0,,821-860,2,4,Platinum,6.25,7957.96,85.94,4248.775,0.2,1,1,0
8144,51 or higher,21-30 years,1,1,0,1,-125,2168,0,3362.05,ETOBICOKE,0,0,,661-700,2,4,Bronze,24.01,810.07,0,-224.68,0.17,0,1,0
8145,31-50,11-20 years,1,1,0,1,25,6,0,328.7,BEACHES,1,0,,741-780,2,4,Platinum,650.48,8696.165,0,-112.34,0.16,1,1,1
8146,31-50,11-20 years,1,1,1,1,-246,4594,34,4309.2,BEACHES,1,1,-100,741-780,3,4,Platinum,"2,589.77",5748.745,4797.91,1970.115,0.17,1,0,0
8147,51 or higher,30 years or higher,1,0,1,1,17,0,3101,-190,BEACHES,0,0,100,741-780,2,3,Platinum,805.97,0,76391.1,-112.34,0.15,0,0,0
8148,30 or under,10 years or under,1,1,1,1,-52,3502,-327,1862.95,ETOBICOKE,1,1,,661-700,3,4,Gold,"1,745.09",12314.725,59964.925,-112.34,0.19,1,1,1
8149,31-50,11-20 years,0,0,1,1,0,0,3658,562.4,BEACHES,1,0,,661-700,2,4,Gold,0,0,39443.285,-112.34,0.16,1,1,1
8150,31-50,10 years or under,1,1,1,1,-247,802,-497,1223.6,SCARBOROUGH,1,1,,781-820,3,3,Platinum,"3,441.70",7388.65,11031.565,-224.68,0.19,1,1,0
8151,51 or higher,11-20 years,1,0,0,1,139,0,0,367.65,TORONTO,1,1,,701-740,3,3,Gold,"1,171.33",6364.01,0,-112.34,0.14,1,1,0
8152,51 or higher,10 years or under,1,1,1,0,-142,100,232,0,NORTH YORK,1,1,0,741-780,3,3,Gold,"2,285.53",524.955,11250.315,0,0.18,1,0,0
8153,30 or under,10 years or under,1,1,1,1,-371,-52,-1359,1083.95,BEACHES,1,1,-25,821-860,3,4,Platinum,"1,452.41",143.705,11756.505,-112.34,0.17,1,1,1
8154,51 or higher,11-20 years,1,1,1,1,-33,478,2110,1363.25,ETOBICOKE,1,1,100,741-780,3,4,Silver,"2,049.02",4186.76,9512.955,599.115,0.17,1,1,0
8155,51 or higher,11-20 years,1,0,1,1,-134,0,-268,-1311,NORTH YORK,1,0,100,821-860,2,3,Platinum,0,0,1670.285,1965.075,0.15,1,1,0
8156,51 or higher,21-30 years,1,1,1,1,-36,1116,-2322,376.2,TORONTO,1,1,,661-700,3,4,Gold,"1,819.11",415.365,56231.42,1542.785,0.17,1,1,0
8157,51 or higher,11-20 years,1,1,1,1,28,4,7090,1310.05,ETOBICOKE,1,1,,821-860,3,4,Platinum,"3,456.00",185.56,88963.65,-224.68,0.18,1,0,0
8158,31-50,11-20 years,1,1,0,1,-351,-63,0,950.95,BEACHES,1,1,67,741-780,3,3,Platinum,"3,176.04",299.19,0,-112.34,0.18,1,1,0
8159,31-50,11-20 years,1,1,0,0,-4,-98,0,0,BEACHES,1,0,,821-860,2,4,Platinum,"1,561.77",804.03,0,0,0.15,1,1,1
8160,31-50,21-30 years,1,1,1,1,-677,1594,2689,2688.5,BEACHES,1,1,100,701-740,4,4,Gold,"2,779.69",4620.03,29925.34,793.57,0.2,1,0,0
8161,51 or higher,11-20 years,1,1,0,1,-116,6547,0,3102.7,BEACHES,1,1,100,561-660,3,4,Bronze,"3,471.95",5313.79,0,-112.34,0.19,1,0,0
8162,31-50,11-20 years,1,1,1,1,1283,1263,0,2527.95,TORONTO,1,1,0,561-660,3,4,Bronze,"3,363.93",8197.09,6609.97,-112.34,0.2,1,0,1
8163,30 or under,10 years or under,1,1,1,1,-57,1553,658,176.7,ETOBICOKE,1,1,-50,741-780,3,3,Gold,"2,310.11",8197.09,11582.575,645.195,0.18,1,0,1
8164,30 or under,10 years or under,1,1,1,1,-403,1078,186,-38.95,TORONTO,0,0,0,821-860,3,4,Platinum,"2,649.73",-76.235,17562.985,2190.39,0.19,0,1,1
8165,30 or under,10 years or under,1,1,1,0,115,1392,-2098,0,RICHMOND HILL,1,1,-100,701-740,3,4,Gold,"4,424.42",6066.72,17516.2,0,0.18,1,0,1
8166,51 or higher,21-30 years,1,1,0,1,219,-20,0,209,TORONTO,1,1,,821-860,3,4,Platinum,809.15,803.915,0,-224.68,0.17,1,0,0
8167,51 or higher,21-30 years,1,0,0,0,40,0,0,0,TORONTO,1,0,,861 or higher,2,4,Silver,74.07,0,0,0,0.16,1,1,0
8168,51 or higher,11-20 years,1,1,1,1,-12,205,-423,6764,TORONTO,1,0,100,741-780,2,4,Gold,353.58,8197.09,7910.055,2485.155,0.15,1,1,0
8169,31-50,11-20 years,1,1,0,1,-42,75,0,2187.85,SCARBOROUGH,1,0,,661-700,2,1,Bronze,0.03,785.08,0,-112.34,0.16,1,1,1
8170,31-50,11-20 years,1,1,1,0,317,3367,-557,0,ETOBICOKE,1,1,0,701-740,3,3,Gold,"2,424.81",8197.09,5481.5,0,0.19,1,0,1
8171,30 or under,10 years or under,1,1,1,1,-55,309,3292,-32.3,ETOBICOKE,0,0,0,781-820,3,4,Gold,849.09,3354.395,34653.37,600.685,0.19,0,0,1
8172,31-50,11-20 years,1,1,1,1,-125,-196,-1091,281.2,TORONTO,1,1,100,821-860,3,3,Silver,893.93,626.46,6312.98,780.845,0.17,1,0,0
8173,31-50,11-20 years,1,1,1,1,1107,1762,2588,-636.5,TORONTO,1,1,,701-740,3,4,Gold,"6,566.76",3226.84,83082.37,-18.12,0.18,1,1,0
8174,30 or under,10 years or under,1,1,1,1,-219,310,409,1945.6,ETOBICOKE,1,1,-50,821-860,3,4,Platinum,"3,297.29",237.24,26734.05,857.445,0.19,1,1,1
8175,31-50,11-20 years,1,1,0,1,-36,998,0,1564.65,TORONTO,1,0,,821-860,3,4,Platinum,58.98,3818.96,0,1561.41,0.18,1,0,1
8176,51 or higher,11-20 years,1,1,1,1,143,-55,850,96.9,TORONTO,0,1,100,821-860,2,4,Platinum,"1,715.37",525.295,2905.065,-112.34,0.17,0,1,0
8177,51 or higher,11-20 years,1,0,1,1,-7,0,7333,3055.2,TORONTO,1,0,100,821-860,2,4,Platinum,"1,288.08",0,84909.835,3437.85,0.15,1,0,0
8178,51 or higher,11-20 years,0,1,0,1,0,-123,0,-104.5,TORONTO,0,0,,821-860,1,3,Gold,0,2.345,0,-112.34,0.15,0,1,0
8179,31-50,11-20 years,1,1,0,0,-7,200,0,0,BEACHES,1,0,25,821-860,2,4,Platinum,186.97,8197.09,0,0,0.16,1,1,0
8180,31-50,11-20 years,1,1,1,1,-51,6319,409,4972.3,TORONTO,1,0,60,741-780,3,4,Platinum,0,8894.525,4089.535,2095.025,0.17,1,0,1
8181,51 or higher,11-20 years,1,1,1,1,60,212,-531,-188.1,TORONTO,1,0,-100,661-700,2,4,Gold,421.92,1750.685,88963.65,1111.555,0.17,1,0,0
8182,51 or higher,11-20 years,1,0,0,1,19,0,0,16404.6,BEACHES,0,0,,781-820,1,4,Platinum,330.72,0,0,8394.2,0.13,0,0,0
8183,31-50,11-20 years,1,1,1,1,-67,270,1287,-988,ETOBICOKE,1,1,,861 or higher,3,4,Platinum,"2,161.17",4300.99,60719.1,2114.23,0.17,1,0,1
8184,51 or higher,11-20 years,0,1,1,1,0,-123,326,1683.4,TORONTO,0,0,100,861 or higher,2,4,Platinum,0,-16.54,46544.85,2970.27,0.16,0,0,0
8185,30 or under,10 years or under,1,1,1,1,21,-182,3268,1991.2,BEACHES,1,1,78,781-820,3,4,Platinum,"3,391.77",3.935,37792.34,-112.34,0.18,1,0,1
8186,30 or under,10 years or under,1,1,1,1,158,1450,1582,1430.7,ETOBICOKE,0,1,,701-740,2,4,Gold,"1,810.26",5509.05,37759.75,-112.34,0.17,0,1,1
8187,51 or higher,11-20 years,1,0,1,0,-153,0,216,0,TORONTO,1,0,100,781-820,3,4,Gold,0,0,37094.455,2839.46,0.18,1,0,0
8188,31-50,21-30 years,1,1,0,1,-145,1230,0,-1964.6,TORONTO,1,0,,561-660,3,4,Bronze,101.17,4498.46,0,-224.68,0.2,1,0,0
8189,51 or higher,11-20 years,1,1,1,1,-29,805,3080,-279.3,BEACHES,0,1,,661-700,3,4,Gold,"2,270.68",9673.59,47340.22,665.755,0.17,0,0,0
8190,30 or under,10 years or under,1,1,1,1,-65,5657,-2385,2089.05,ETOBICOKE,0,0,,701-740,2,3,Gold,585.06,670.535,16190.82,4709.87,0.16,0,0,1
8191,30 or under,10 years or under,1,1,1,1,-172,901,-1758,2513.7,TORONTO,1,0,,861 or higher,3,4,Platinum,810.6,37.115,21238.31,-224.68,0.19,1,1,1
8192,51 or higher,11-20 years,1,1,1,1,173,704,498,1705.25,BEACHES,1,0,100,821-860,3,4,Platinum,"1,869.80",4021.34,6429.44,7767.07,0.16,1,1,0
8193,31-50,21-30 years,1,1,1,1,37,-16,-1234,791.35,TORONTO,1,1,,741-780,3,4,Platinum,"2,284.67",53.045,38025.275,740.78,0.19,1,0,1
8194,51 or higher,10 years or under,1,1,1,1,265,-284,7311,-556.7,TORONTO,1,0,100,781-820,3,4,Platinum,"1,444.24",12.125,160197.74,-45.4,0.17,1,1,0
8195,30 or under,10 years or under,1,1,1,1,-147,3591,-1657,1125.75,BEACHES,1,0,,741-780,3,4,Gold,"1,378.31",11622.98,14085.87,-112.34,0.19,1,1,1
8196,30 or under,10 years or under,1,1,1,1,-93,-25,147,43.7,BEACHES,1,1,,821-860,3,4,Platinum,"1,717.73",2102.51,28681.485,1261.18,0.16,1,1,1
8197,51 or higher,11-20 years,1,1,0,0,3164,819,0,0,TORONTO,1,0,-100,741-780,3,4,Gold,"1,004.20",607.305,0,0,0.17,1,1,0
8198,30 or under,10 years or under,1,1,1,1,-29,29,-1609,4401.35,BEACHES,1,0,0,701-740,3,4,Platinum,0.03,90.95,20349.4,3368.625,0.16,1,1,1
8199,51 or higher,11-20 years,1,1,1,1,86,618,316,1400.3,BEACHES,1,1,100,781-820,3,4,Platinum,"1,964.95",86.95,6972.175,1213.185,0.17,1,0,0
8200,31-50,11-20 years,1,1,1,1,-14,-50,536,1648.25,TORONTO,1,1,,781-820,3,4,Platinum,"2,431.37",4601.88,59026.925,-112.34,0.18,1,1,1
8201,31-50,11-20 years,1,0,1,1,43,0,3933,-104.5,BEACHES,1,0,100,781-820,2,4,Platinum,430.5,0,143902.31,-112.34,0.13,1,0,1
8202,51 or higher,11-20 years,0,1,1,1,0,1572,-649,3853.2,TORONTO,1,0,,701-740,2,4,Bronze,0,630.23,6629.315,2003.67,0.17,1,1,0
8203,31-50,21-30 years,1,0,1,1,125,0,-4269,-442.7,TORONTO,1,1,100,821-860,3,4,Platinum,"4,853.44",0,44032.995,-224.68,0.18,1,1,0
8204,51 or higher,11-20 years,1,0,1,1,-71,0,-1724,6659.5,ETOBICOKE,1,0,0,861 or higher,2,4,Platinum,0.39,0,17257.785,2587.515,0.14,1,1,0
8205,30 or under,10 years or under,1,1,1,1,-203,169,-276,995.6,SCARBOROUGH,1,1,100,821-860,3,4,Platinum,"4,603.90",1638.5,11452,-112.34,0.19,1,1,1
8206,31-50,11-20 years,1,1,1,1,155,557,1081,47.5,NORTH YORK,1,1,100,701-740,3,4,Gold,"3,252.06",1614.045,16094.2,-224.68,0.17,1,0,0
8207,30 or under,10 years or under,0,1,1,1,0,1539,842,4967.55,TORONTO,1,0,60,701-740,3,4,Silver,0,4163.24,0,2073.97,0.18,1,1,1
8208,30 or under,10 years or under,1,1,1,1,-344,440,556,2669.5,TORONTO,1,1,0,821-860,3,4,Platinum,"3,165.31",664.22,10129.9,3718.215,0.18,1,1,1
8209,30 or under,10 years or under,1,1,1,1,107,2695,-1000,108.3,TORONTO,1,1,50,561-660,3,3,Bronze,"2,977.65",8975.82,21645.965,-112.34,0.18,1,0,1
8210,51 or higher,11-20 years,1,1,1,1,940,-394,-321,-653.6,ETOBICOKE,1,0,100,861 or higher,3,4,Platinum,"3,625.10",126.725,8826.855,173.955,0.17,1,0,0
8211,30 or under,10 years or under,1,0,1,1,1,0,3868,2678.05,TORONTO,1,0,100,661-700,3,3,Gold,"1,448.88",8197.09,19987.34,-112.34,0.18,1,1,1
8212,31-50,11-20 years,1,1,1,1,-192,806,497,2448.15,BEACHES,1,1,,741-780,3,4,Gold,"1,730.32",3594.76,61894.29,-112.34,0.19,1,1,1
8213,30 or under,10 years or under,1,1,1,1,109,877,-1283,2906.05,TORONTO,1,0,100,701-740,3,4,Gold,"1,558.96",4595.315,12847.185,4142.705,0.16,1,0,1
8214,30 or under,10 years or under,1,1,1,1,-100,928,-173,1343.3,ETOBICOKE,1,0,100,741-780,3,4,Gold,"2,175.55",5225.31,18273.015,-112.34,0.19,1,0,1
8215,51 or higher,11-20 years,1,0,0,1,59,0,0,16372.3,TORONTO,1,0,,741-780,2,4,Platinum,255.82,0,0,12097.74,0.12,1,0,0
8216,30 or under,10 years or under,0,0,1,1,0,0,-2346,11526.35,TORONTO,1,0,,781-820,2,4,Platinum,0,0,23422.085,6814.94,0.16,1,0,1
8217,30 or under,10 years or under,1,1,1,1,-162,466,-304,4917.2,TORONTO,1,0,33,661-700,3,4,Gold,526.92,852.865,46079.085,1208.735,0.22,1,1,1
8218,30 or under,10 years or under,1,1,1,1,-63,926,167,412.3,TORONTO,0,0,,701-740,2,4,Gold,"2,768.41",3772.8,29019.97,925.345,0.18,0,0,1
8219,30 or under,10 years or under,1,1,1,1,-85,529,-701,2905.1,TORONTO,1,1,,781-820,4,4,Gold,"4,735.66",251.505,33788.77,2457.365,0.17,1,1,1
8220,31-50,11-20 years,1,1,1,1,46,1005,-1121,-235.6,TORONTO,1,1,,781-820,3,4,Gold,"1,315.15",5779.235,47094.27,2244.23,0.17,1,0,1
8221,31-50,11-20 years,0,1,1,1,0,197,-2056,-104.5,TORONTO,1,0,,741-780,2,4,Gold,0,4789.085,96625.565,0,0.18,1,1,0
8222,51 or higher,11-20 years,1,1,1,1,-25,1021,9633,416.1,TORONTO,0,1,50,741-780,3,4,Platinum,"2,992.21",3800.11,34359.23,-224.68,0.18,0,1,0
8223,51 or higher,11-20 years,0,1,1,1,0,-276,-2065,3271.8,ETOBICOKE,1,0,,781-820,2,3,Platinum,546.3,272.05,43430.49,4180.375,0.17,1,0,0
8224,30 or under,10 years or under,0,0,1,1,0,0,1112,-92.15,ETOBICOKE,0,0,,821-860,2,2,Platinum,0,0,19225.165,-112.34,0.13,0,0,1
8225,31-50,11-20 years,0,1,0,1,0,2229,0,342,TORONTO,1,0,,741-780,2,4,Silver,0,4623.485,0,-112.34,0.17,1,0,0
8226,30 or under,10 years or under,1,1,1,1,851,138,582,-140.6,ETOBICOKE,1,1,50,781-820,3,4,Platinum,"2,963.92",136.44,46331.35,-227.84,0.16,1,1,1
8227,31-50,11-20 years,1,0,0,1,-51,0,0,-211.85,BEACHES,0,0,,701-740,1,4,Bronze,0,0,0,-224.68,0.13,0,1,0
8228,30 or under,10 years or under,1,1,1,1,-24,387,-372,3477,TORONTO,1,1,100,741-780,3,4,Gold,"3,371.29",3114.98,32335.15,535.76,0.18,1,0,1
8229,31-50,11-20 years,0,0,1,1,0,0,-3691,1109.6,TORONTO,1,0,,701-740,2,3,Gold,0,0,67446.655,779.865,0.16,1,1,0
8230,51 or higher,11-20 years,1,1,1,0,-401,82,3976,0,TORONTO,1,1,100,821-860,3,3,Platinum,443.04,5319.755,53795.465,-112.34,0.17,1,0,0
8231,31-50,11-20 years,1,1,1,1,-2,382,-411,935.75,TORONTO,1,0,,861 or higher,3,4,Platinum,"3,313.87",2457.435,55940.29,462.99,0.18,1,0,1
8232,30 or under,10 years or under,1,1,1,1,48,-36,-890,-162.45,ETOBICOKE,1,1,,781-820,3,4,Platinum,"3,632.74",269.63,9992.17,-112.34,0.16,1,1,1
